category,layer,feature_idx,effect_size,accuracy,acc_delta,mean_entropy,ent_delta
pure_uncertainty,11,9519,0.5852739497999576,0.6286853724540664,0.042728955989179696,0.8241328227902387,0.0014535254683293308
pure_uncertainty,11,969,0.5647527791729275,0.6285429426007692,0.02848597065945313,0.8216444332970514,-0.0010348640248579732
pure_uncertainty,11,10777,0.4662931810952555,0.6281156530408774,-0.014242985329726565,0.8222995344651557,-0.0003797628567536737
pure_uncertainty,12,7729,0.8959534775528168,0.6282580828941746,0.0,0.8250649487536059,0.002385651431696556
pure_uncertainty,12,604,0.5748202073401987,0.6309642501068224,0.27061672126478253,0.8109188495373509,-0.011760447784558425
pure_uncertainty,12,7513,0.5282769337907732,0.6285429426007692,0.02848597065945313,0.8223048864827069,-0.00037441083920242146
pure_uncertainty,12,21379,0.4639628853122743,0.6281156530408774,-0.014242985329726565,0.8227076960619862,2.8398740076873707e-05
pure_uncertainty,12,28257,0.4542496881554336,0.6282580828941746,0.0,0.823275347186812,0.0005960498649025814
pure_uncertainty,13,29454,1.107309095495938,0.6288278023073636,0.05697194131889516,0.8239312857523955,0.0012519884304861284
pure_uncertainty,13,2076,0.9450875872652597,0.6272610739210939,-0.09970089730807485,0.8226642741636264,-1.5023158282945204e-05
pure_uncertainty,13,11175,0.8045183335060058,0.6266913545079048,-0.15667283862698111,0.8380003496391011,0.015321052317191719
pure_uncertainty,13,5149,0.781462468051196,0.6284005127474719,0.014242985329726565,0.8218647546904646,-0.000814542631444759
pure_uncertainty,13,18574,0.6915714192881057,0.6306793904002279,0.2421307506053294,0.7944568678292449,-0.028222429492664514
pure_uncertainty,14,32495,1.3822559788515403,0.6296823814271472,0.14242985329725455,0.7985937183016104,-0.024085579020298953
pure_uncertainty,14,30583,1.1951699608111572,0.6288278023073636,0.05697194131889516,0.8185338038137893,-0.004145493508120102
pure_uncertainty,14,9175,1.0782418305863912,0.6272610739210939,-0.09970089730807485,0.8211485821576787,-0.001530715164230645
pure_uncertainty,14,13629,0.8498210604973345,0.6281156530408774,-0.014242985329726565,0.8302968171344381,0.0076175198125287835
pure_uncertainty,14,8464,0.7939784700942734,0.6286853724540664,0.042728955989179696,0.8176743350535729,-0.005004962268336466
pure_uncertainty,15,26969,1.3843730188649692,0.6299672411337416,0.17091582395669658,0.7758260021677164,-0.04685329515419301
pure_uncertainty,15,17036,1.1943226122968893,0.6312491098134169,0.29910269192422456,0.8263391350101366,0.0036598376882271966
pure_uncertainty,15,3179,0.9897133044803091,0.6306793904002279,0.2421307506053294,0.7807143490511874,-0.04196494827072195
pure_uncertainty,15,7026,0.8466230329143305,0.6293975217205526,0.11394388263780142,0.8283490777938122,0.005669780471902808
pure_uncertainty,15,19072,0.7406835636717161,0.6281156530408774,-0.014242985329726565,0.8224518043552167,-0.00022749296669266617
pure_uncertainty,16,29523,1.1929875526832974,0.6293975217205526,0.11394388263780142,0.824047415283014,0.0013681179611045868
pure_uncertainty,16,9342,1.0630580007792565,0.6266913545079048,-0.15667283862698111,0.8266521335158031,0.0039728361938937695
