category,layer,feature_idx,effect_size,accuracy,acc_delta,mean_entropy,ent_delta
both,31,997,0.7650339093472686,0.6906423586383706,-0.22788776527560284,0.5185624990709052,-0.009786474418162716
both,31,4825,0.6064443192949625,0.6906423586383706,-0.22788776527560284,0.5250371414112955,-0.003311832077772414
both,31,124,0.5646026009753701,0.6961971229169633,0.3275886625836666,0.48270968776616463,-0.04563928572290332
both,31,3236,0.5227443518486562,0.6906423586383706,-0.22788776527560284,0.51334374740962,-0.015005226079447986
both,31,272,0.5164973619448141,0.6912120780515596,-0.17091582395670768,0.5178845942815037,-0.010464379207564267
both,32,7016,0.6694114394159488,0.6913545079048569,-0.15667283862698111,0.4639383454410771,-0.06441062804799086
both,32,69,0.5995856156768188,0.6902150690784788,-0.27061672126478253,0.5179881472179184,-0.010360826271149537
both,32,13964,0.59801152655562,0.6923515168779376,-0.05697194131890626,0.521836168314641,-0.006512805174426983
both,32,22,0.5900333908229889,0.6933485258510184,0.04272895598916859,0.4881909752861291,-0.04015799820293886
both,32,16,0.3872112117499907,0.6933485258510184,0.04272895598916859,0.5329248294349108,0.004575855945842866
both,33,186,0.5195501574653584,0.6919242273180458,-0.09970089730808596,0.5268346069662908,-0.0015143665227771441
both,33,96,0.48666004753875686,0.6903574989317761,-0.25637373593505597,0.5266955447262223,-0.0016534287628456878
both,33,8152,0.47732783710468474,0.6924939467312349,-0.042728955989179696,0.52813876839542,-0.0002102050936479971
both,33,1275,0.47586867635685276,0.6917817974647487,-0.11394388263780142,0.5197550150935019,-0.008593958395566093
both,33,1108,0.42730234044365867,0.6936333855576129,0.07121492664862172,0.5276802897403623,-0.0006686837487056563
both,34,44,0.5721098669380394,0.6912120780515596,-0.17091582395670768,0.5126542858893466,-0.01569468759972137
both,34,259,0.529510914877991,0.6932060959977211,0.028485970659442028,0.524652975388515,-0.0036959981005529885
both,34,38,0.4821756852808299,0.6930636661444238,0.014242985329715463,0.4997484481945975,-0.028600525294470436
both,34,618,0.43224250448182033,0.6926363765845321,-0.02848597065945313,0.5295199967019305,0.0011710232128625542
both,34,7017,0.4305218233211446,0.6930636661444238,0.014242985329715463,0.5147173638983501,-0.013631609590717852
both,35,490,0.6613373169060526,0.6895029198119926,-0.34183164791340426,0.5321079644500188,0.003758990960950892
both,35,170,0.6258312833795081,0.6924939467312349,-0.042728955989179696,0.5185376383150255,-0.009811335174042424
both,35,318,0.5881271218161791,0.6903574989317761,-0.25637373593505597,0.4558401699775371,-0.07250880351153083
both,35,76,0.5743635972792074,0.6919242273180458,-0.09970089730808596,0.47070969093780946,-0.0576392825512585
both,35,5207,0.43553555739218186,0.6926363765845321,-0.02848597065945313,0.5294431223874806,0.001094148898412639
both,36,503,0.7275855256291035,0.6913545079048569,-0.15667283862698111,0.5237052692717199,-0.004643704217348055
both,36,4189,0.5841201916836823,0.6922090870246403,-0.07121492664863283,0.490323310778602,-0.03802566271046598
both,36,3516,0.499507366913276,0.6927788064378294,-0.014242985329726565,0.5294320707741945,0.0010830972851265663
both,36,30,0.48556377484673585,0.6809571286141576,-1.1964107676969093,0.44969315839623764,-0.07865581509283032
both,36,7323,0.48436499625158447,0.6917817974647487,-0.11394388263780142,0.5215466879099282,-0.006802285579139755
both,37,5,0.5962424878230628,0.6872240421592366,-0.5697194131890071,0.5763204983273722,0.04797152483830425
both,37,249,0.5467146047755062,0.6917817974647487,-0.11394388263780142,0.5150361225549456,-0.013312850934122378
both,37,19917,0.41069763121757713,0.6906423586383706,-0.22788776527560284,0.5117034169764757,-0.016645556512592252
both,37,5906,0.41068514517819477,0.6933485258510184,0.04272895598916859,0.4974330389828701,-0.03091593450619784
both,37,7708,0.38885598752375383,0.6917817974647487,-0.11394388263780142,0.528065243794515,-0.0002837296945529255
both,38,49,0.41782870181443066,0.6756872240421592,-1.7234012248967479,0.6121546460130947,0.08380567252402671
both,38,16908,0.4162240091132086,0.6927788064378294,-0.014242985329726565,0.5281511716169532,-0.00019780187211471123
both,38,7949,0.4094245823404776,0.6914969377581541,-0.14242985329725455,0.5034241388819459,-0.024924834607122026
both,38,261,0.3719390551603709,0.6857997436262641,-0.7121492664862616,0.43393138767676137,-0.09441758581230658
both,38,575,0.3605416513050063,0.6889332003988036,-0.3988035892323105,0.5220455929861963,-0.006303380502871603
both,39,1191,0.6116367111962586,0.6912120780515596,-0.17091582395670768,0.5194962747798892,-0.008852698709178708
both,39,193,0.48378354101827614,0.6916393676114514,-0.12818686796752798,0.4396507050168427,-0.08869826847222523
both,39,1548,0.42507235741800625,0.6919242273180458,-0.09970089730808596,0.5281158215895612,-0.00023315189950678938
both,39,111,0.3969171817688081,0.6933485258510184,0.04272895598916859,0.5223848666499361,-0.005964106839131844
both,39,0,0.36138876253209784,0.6917817974647487,-0.11394388263780142,0.5284771852858893,0.00012821179682132033
both,40,2326,0.6060453951057089,0.6926363765845321,-0.02848597065945313,0.49084144462710233,-0.03750752886196562
both,40,30591,0.5445781401620123,0.6929212362911267,0.0,0.5279956662840907,-0.0003533072049772823
both,40,252,0.5234467033193673,0.6909272183449651,-0.1994017946161608,0.4293242964691806,-0.09902467701988737
both,40,468,0.44680338723008495,0.6923515168779376,-0.05697194131890626,0.5323729796559126,0.004024006166844618
both,40,4534,0.3905919058936319,0.6924939467312349,-0.042728955989179696,0.5281700419454375,-0.00017893154363046726
