category,layer,feature_idx,effect_size,accuracy,acc_delta,mean_entropy,ent_delta
pure_incorrectness,0,30437,0.22540046469293512,0.6293975217205526,0.11394388263780142,0.8216088654547972,-0.0010704318671121982
pure_incorrectness,0,31746,0.19425717247145283,0.6282580828941746,0.0,0.8226790307946593,-2.665272500479432e-07
pure_incorrectness,0,3683,0.18524380147821945,0.6282580828941746,0.0,0.8226791179391799,-1.7938272944828526e-07
pure_incorrectness,0,3463,0.18503944116008494,0.6282580828941746,0.0,0.8226788474324856,-4.498894237148221e-07
pure_incorrectness,0,8327,0.18490079411546642,0.6282580828941746,0.0,0.8226799274536226,6.301317132528794e-07
pure_incorrectness,1,32703,0.26109375816047853,0.6282580828941746,0.0,0.8226790773912971,-2.1993061227743027e-07
pure_incorrectness,1,9153,0.17785059142187165,0.6282580828941746,0.0,0.822678500342185,-7.969797243267962e-07
pure_incorrectness,1,8613,0.17373576541660032,0.6282580828941746,0.0,0.8226848946488452,5.597326935835589e-06
pure_incorrectness,1,14301,0.1716204304987827,0.6282580828941746,0.0,0.822679821441231,5.241193216098949e-07
pure_incorrectness,2,25096,0.18517255715256736,0.6282580828941746,0.0,0.8226798455184597,5.481965503761899e-07
pure_incorrectness,2,26515,0.18392407623551554,0.6282580828941746,0.0,0.8226810283185573,1.7309966479084338e-06
pure_incorrectness,2,18459,0.17823835047428588,0.6282580828941746,0.0,0.8226784421526306,-8.551692787239773e-07
pure_incorrectness,2,1773,0.17517607665554782,0.6282580828941746,0.0,0.8226785960356128,-7.012862965893873e-07
pure_incorrectness,3,3096,0.3580194313295287,0.6288278023073636,0.05697194131889516,0.8224270630185091,-0.0002522343034002672
pure_incorrectness,3,18097,0.3494037628388923,0.6282580828941746,0.0,0.8223965558421205,-0.00028274147978890607
pure_incorrectness,3,25281,0.16229343244270383,0.6282580828941746,0.0,0.8226811486824163,1.851360506899269e-06
pure_incorrectness,5,2040,0.19793224480602217,0.6282580828941746,0.0,0.822662289600579,-1.700772133039763e-05
pure_incorrectness,5,11180,0.18608843007752635,0.6282580828941746,0.0,0.8226770000896256,-2.2972322837322423e-06
pure_incorrectness,6,27409,0.18449711454122628,0.6282580828941746,0.0,0.8226787212979021,-5.760240072705258e-07
pure_incorrectness,7,23745,0.28332981976699945,0.6285429426007692,0.02848597065945313,0.8215026665633347,-0.0011766307585746594
pure_incorrectness,7,11523,0.1847835919856087,0.6282580828941746,0.0,0.8226799935484754,6.962265660659384e-07
pure_incorrectness,7,25134,0.17727596709794338,0.6282580828941746,0.0,0.8226887590456539,9.461723744497164e-06
pure_incorrectness,8,28871,0.3055681820189296,0.6282580828941746,0.0,0.8231903381051151,0.0005110407832057406
pure_incorrectness,8,18479,0.2730658609916714,0.6272610739210939,-0.09970089730807485,0.8168306288427054,-0.005848668479203956
pure_incorrectness,8,25526,0.16857250811673216,0.6282580828941746,0.0,0.8226815793543084,2.2820323990480063e-06
pure_incorrectness,8,31235,0.16794340116177128,0.6282580828941746,0.0,0.8226910374716153,1.1740149705952163e-05
pure_incorrectness,8,3748,0.15596526100402405,0.6282580828941746,0.0,0.8226763200975998,-2.977224309530513e-06
pure_incorrectness,9,2297,0.22086767504137844,0.6282580828941746,0.0,0.8225667954522948,-0.00011250186961453412
pure_incorrectness,9,17844,0.19425717247145297,0.6282580828941746,0.0,0.8226784858845992,-8.114373101220096e-07
pure_incorrectness,9,18113,0.18618870109702798,0.6282580828941746,0.0,0.8226797586381743,4.6131626496581646e-07
pure_incorrectness,9,8306,0.18464837279545143,0.6282580828941746,0.0,0.8226580984685917,-2.119885331763882e-05
pure_incorrectness,9,7040,0.17267159430028625,0.6282580828941746,0.0,0.8226798515152167,5.541933073560656e-07
pure_incorrectness,10,27828,0.19425717247145294,0.6282580828941746,0.0,0.8226785312184268,-7.661034825412472e-07
pure_incorrectness,10,3517,0.18609952008459732,0.6282580828941746,0.0,0.8226827851359612,3.4878140517946576e-06
pure_incorrectness,10,16466,0.1734619790146892,0.6282580828941746,0.0,0.8226818098983635,2.512576454116733e-06
pure_incorrectness,10,1263,0.16759517485757547,0.6282580828941746,0.0,0.8226780195124506,-1.277809458799517e-06
pure_incorrectness,10,6314,0.1536497281062585,0.6282580828941746,0.0,0.8226740667034032,-5.230618506213425e-06
pure_incorrectness,11,8172,0.25832756787626393,0.6282580828941746,0.0,0.8225439021872162,-0.00013539513469318365
pure_incorrectness,11,12437,0.23640284136304285,0.6281156530408774,-0.014242985329726565,0.8226764705168738,-2.8268050356050622e-06
pure_incorrectness,11,7343,0.23275224115720092,0.6281156530408774,-0.014242985329726565,0.8232765132115628,0.0005972158896534463
pure_incorrectness,11,20405,0.19420712938646498,0.6281156530408774,-0.014242985329726565,0.8226786116992355,-6.856226738571891e-07
pure_incorrectness,11,11972,0.18615753380827676,0.6282580828941746,0.0,0.8226752628234961,-4.0344984132412165e-06
pure_incorrectness,12,31839,0.3477457367634563,0.6281156530408774,-0.014242985329726565,0.8230898203649261,0.0004105230430166973
pure_incorrectness,12,19223,0.28027884948077425,0.6278307933342828,-0.042728955989179696,0.8219053843975245,-0.0007739129243848897
